person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_Y
-0.588313027569193,-0.8917863040688772,0.7907418848207568,-1.240016446107464,-0.006366904868324786,-0.0955561115743631,-0.9381672830370894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.43078262534665396,1.5556918179336354,-0.677216635397952,4.019403764559302,-1.1421538492118555,0.466346247564907,-0.4449416063477287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.43078262534665396,1.1442831685528572,1.0354016381905415,3.987768154269577,1.8693041060761342,0.7472974271345421,-0.9381672830370894,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9033738320142709,-0.017341253228164027,-0.18789712865838235,3.8612257131106773,2.1321576560527795,3.2758580432612576,-0.4449416063477287,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.588313027569193,-0.8888822430144246,-1.1665361421375215,-1.2795609589696204,-1.2070559603172002,-0.2828568979541197,-0.6915544446924091,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9033738320142709,0.22466383464288206,-0.4325568820281671,3.8533168105382463,1.1456455672515418,2.339354111362474,-0.4449416063477287,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.588313027569193,0.026961811524762142,0.7907418848207568,3.703047661662053,0.542055933971837,2.994906863691622,-0.6915544446924091,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.06090423423681,-0.8885595695639299,-0.4325568820281671,-0.7931634507650999,2.1840793449370555,2.339354111362474,-0.6915544446924091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.7458434297917319,-0.8885595695639299,-1.1665361421375215,-1.2953787641144827,-0.5482995325979523,-0.37650729114399817,-0.6915544446924091,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.588313027569193,-0.017341253228164027,0.30142237808118727,3.6239586359377407,-0.33087746039504784,3.0885572568815007,-0.6915544446924091,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.06090423423681,-0.8822835709518074,0.056762624711402455,-0.884115830348059,0.5939776228561128,1.6838013590333254,-0.9381672830370894,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.06090423423681,-0.880170059851067,0.056762624711402455,-1.200471933245308,0.03581946735014889,-0.0019057183844846596,-0.6915544446924091,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.43078262534665396,0.8700107356323382,-0.677216635397952,3.5448696102134285,-1.4244780325201045,0.934598213514299,-0.9381672830370894,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.273252223124115,0.4666689225139281,0.5460821314509721,3.394600461337235,1.0255766617066544,1.496500572653569,-0.6915544446924091,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.43078262534665396,3.8708738252333097,-0.677216635397952,2.3189897114865885,0.9217332839381029,-0.84475925709339,-0.6915544446924091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.273252223124115,3.7740717900848915,1.2800613915603265,-0.28303923484328564,0.8049094839484828,-1.3130112230427817,-0.4449416063477287,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.06090423423681,-0.8724258970391935,0.056762624711402455,-1.1213829075209958,-1.1356636381013212,0.37269585437502856,-0.4449416063477287,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9033738320142709,-0.29161368614868294,-0.9218763887677367,3.2285135073161793,2.3950112060294257,4.306012368349919,-0.9381672830370894,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.588313027569193,-0.03347492575290043,0.7907418848207568,3.2285135073161793,1.1456455672515418,2.807606077311865,-0.6915544446924091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.43078262534665396,0.14399547201920002,-0.18789712865838235,3.2285135073161793,1.9082453727393414,2.1520533249827176,-0.4449416063477287,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.7458434297917319,0.08752761818262261,-0.4325568820281671,3.2285135073161793,-0.006366904868324786,2.339354111362474,-0.4449416063477287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.273252223124115,-0.06493558717613643,0.30142237808118727,3.2285135073161793,2.265206983818736,2.2457037181725954,-0.9381672830370894,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.588313027569193,-0.8724258970391935,-0.18789712865838235,-1.1213829075209958,0.5453010395271042,0.37269585437502856,-0.6915544446924091,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.273252223124115,3.7740717900848915,1.2800613915603265,1.646732992829934,-1.0155947325564336,-0.9384096502832683,-0.4449416063477287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7458434297917319,3.7740717900848915,-0.9218763887677367,2.3189897114865885,2.7260119726666834,-0.84475925709339,-0.9381672830370894,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.273252223124115,3.7740717900848915,1.0354016381905415,0.06495247834368839,-0.20431834373962565,-1.3130112230427817,-0.4449416063477287,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.273252223124115,3.7740717900848915,-1.1665361421375215,2.437623250073057,1.4020089061176533,-0.84475925709339,-0.6915544446924091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.43078262534665396,3.7740717900848915,1.0354016381905415,1.3303768899326849,1.7654607283075827,-1.0320600434731466,-0.6915544446924091,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.273252223124115,0.23579606868495018,0.7907418848207568,3.2285135073161793,-1.1421538492118555,1.8711021454130823,-0.6915544446924091,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9033738320142709,0.003632521053993299,-0.18789712865838235,3.2285135073161793,0.5453010395271042,1.9647525386029607,-0.6915544446924091,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.273252223124115,0.3703186301962023,-1.1665361421375215,3.2285135073161793,-1.4244780325201045,1.5901509658434474,-0.6915544446924091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.588313027569193,0.19239648959340924,-0.18789712865838235,3.2285135073161793,-0.006366904868324786,1.9647525386029607,-0.4449416063477287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.7458434297917319,0.19239648959340924,0.5460821314509721,3.2285135073161793,2.4696486338005723,1.9647525386029607,-0.6915544446924091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.7458434297917319,0.41833243962981786,0.30142237808118727,3.2285135073161793,1.369557850564981,1.496500572653569,-0.6915544446924091,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.7458434297917319,0.4989362675634009,0.5460821314509721,3.2285135073161793,-0.11670049374741058,1.309199786273812,-0.9381672830370894,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.43078262534665396,0.8700107356323382,1.0354016381905415,3.2285135073161793,-1.009104521445899,0.7472974271345421,-0.4449416063477287,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.273252223124115,3.4513983395901633,-0.18789712865838235,0.06495247834368839,1.606450556099489,-1.2193608298529033,-0.6915544446924091,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.273252223124115,3.4046752239585265,-1.1665361421375215,1.646732992829934,0.15264326733976957,-0.9384096502832683,-0.6915544446924091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7458434297917319,3.402997322015954,-0.4325568820281671,4.019403764559302,-0.006366904868324786,-0.37650729114399817,-0.4449416063477287,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.43078262534665396,0.9990801158302295,1.0354016381905415,3.2285135073161793,-1.2070559603172002,0.5599966407547854,-0.4449416063477287,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.588313027569193,-0.8724258970391935,-0.677216635397952,-1.240016446107464,-0.006366904868324786,-0.18920650476424153,-0.6915544446924091,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.06090423423681,1.0474811334044387,-1.1665361421375215,3.2285135073161793,-1.62891968250194,0.5599966407547854,-0.4449416063477287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9033738320142709,3.3707299769664814,0.30142237808118727,0.3813085812409375,0.18509432289244176,-1.2193608298529033,-0.9381672830370894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.273252223124115,3.1771259066696445,-1.1665361421375215,0.06495247834368839,-0.006366904868324786,-1.2193608298529033,-0.4449416063477287,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.43078262534665396,2.5132252822767414,1.0354016381905415,2.437623250073057,1.5220778116625404,-0.6574584707136332,-0.9381672830370894,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.9033738320142709,0.063327109395518,0.30142237808118727,3.086153261012417,1.6161858727652905,2.339354111362474,-0.6915544446924091,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.9033738320142709,-0.8724258970391935,0.5460821314509721,-1.2795609589696204,1.242998733909559,-0.37650729114399817,-0.6915544446924091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.273252223124115,3.128724889095435,1.2800613915603265,2.91215740441893,-0.006366904868324786,-0.5638080775237548,-0.6915544446924091,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.43078262534665396,3.112591216570699,1.0354016381905415,1.646732992829934,1.1067043005883352,-0.84475925709339,-0.9381672830370894,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.588313027569193,3.048056526471753,1.0354016381905415,0.0016812577642385702,-1.304409126975217,-1.2193608298529033,-0.9381672830370894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.43078262534665396,2.9673881638480712,-0.677216635397952,2.437623250073057,0.8049094839484828,-0.6574584707136332,-0.4449416063477287,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.43078262534665396,-0.8724258970391935,-1.1665361421375215,-1.0422938817966836,-0.006366904868324786,0.7472974271345421,-0.6915544446924091,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.9033738320142709,-0.1472173170522921,0.30142237808118727,2.91215740441893,-0.006366904868324786,2.994906863691622,-0.9381672830370894,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.06090423423681,-0.8724258970391935,0.30142237808118727,-1.0422938817966836,0.8438507506116893,0.7472974271345421,-0.6915544446924091,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.7458434297917319,-0.017341253228164027,-0.677216635397952,2.91215740441893,-1.009104521445899,2.4330045045523527,-0.9381672830370894,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.273252223124115,0.3053321972665641,-0.677216635397952,2.91215740441893,-1.1421538492118555,1.496500572653569,-0.6915544446924091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.273252223124115,-0.8724258970391935,-0.677216635397952,-0.5519419223059474,-1.1356636381013212,3.182207650071379,-0.6915544446924091,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9033738320142709,0.3537332148407733,0.30142237808118727,2.91215740441893,-0.3568383048371857,1.4028501794636905,-0.6915544446924091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.06090423423681,-0.8724258970391935,-1.1665361421375215,-0.852480220058334,0.8016643783932157,1.6838013590333254,-0.4449416063477287,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.9033738320142709,-0.8724258970391935,0.30142237808118727,-0.7654822917615905,-1.2557325436462088,2.1520533249827176,-0.9381672830370894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.588313027569193,0.2731293869071902,-1.1665361421375215,2.91215740441893,1.6161858727652905,1.5901509658434474,-0.4449416063477287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.588313027569193,2.9673881638480712,-0.677216635397952,1.3303768899326849,0.6394091006298541,-0.9384096502832683,-0.6915544446924091,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
18.315335239135486,2.9673881638480712,-0.18789712865838235,-0.7575733891891593,0.8308703283906207,-1.4066616162326602,-0.6915544446924091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.43078262534665396,0.5473372851376102,0.056762624711402455,2.91215740441893,0.5453010395271042,1.0282486067041774,-0.6915544446924091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.273252223124115,0.7086740103849742,1.2800613915603265,2.91215740441893,-0.6845939659191759,0.7472974271345421,-0.9381672830370894,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.273252223124115,-0.8724258970391935,-1.1665361421375215,-1.089747297231271,-0.006366904868324786,0.5599966407547854,-0.4449416063477287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9033738320142709,0.6764066653355014,0.30142237808118727,2.91215740441893,-0.006366904868324786,0.8409478203244205,-0.4449416063477287,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7458434297917319,1.3733813184041141,0.5460821314509721,2.91215740441893,0.032574361794881726,0.18539506799527194,-0.9381672830370894,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.588313027569193,0.04719343687078159,-0.677216635397952,2.8488861838394803,-0.006366904868324786,2.1520533249827176,-0.9381672830370894,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.06090423423681,-0.8724258970391935,0.056762624711402455,-1.0027493689345273,1.5155876005520061,0.934598213514299,-0.6915544446924091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9033738320142709,0.063327109395518,-0.18789712865838235,2.833068378694618,0.665369945071992,2.058402931792839,-0.6915544446924091,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.9033738320142709,2.806051438600707,0.30142237808118727,2.437623250073057,-0.006366904868324786,-0.6574584707136332,-0.9381672830370894,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.273252223124115,0.1149548614746745,0.056762624711402455,2.7618882555427366,1.4961169672204027,1.8711021454130823,-0.9381672830370894,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.588313027569193,0.27306485221709126,0.056762624711402455,2.7539793529703056,0.8049094839484828,1.496500572653569,-0.9381672830370894,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.588313027569193,0.11816546230709704,-1.1665361421375215,2.7539793529703056,-0.006366904868324786,1.8711021454130823,-0.6915544446924091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.7458434297917319,-0.05767543454000504,0.5460821314509721,2.595801301521681,0.22728069511091603,2.339354111362474,-0.9381672830370894,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7458434297917319,0.8700107356323382,-0.9218763887677367,2.5325300809422315,0.5453010395271042,0.37269585437502856,-0.6915544446924091,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.588313027569193,-0.8666177749302884,-0.677216635397952,-1.2637431538247579,0.8308703283906207,-0.37650729114399817,-0.6915544446924091,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.9033738320142709,-0.09800961585184606,-1.1665361421375215,2.5127578245111533,-0.006366904868324786,2.339354111362474,-0.6915544446924091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.43078262534665396,2.7092494034522887,-0.4325568820281671,1.646732992829934,1.0580277172593266,-0.7511088639035116,-0.4449416063477287,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.588313027569193,2.7092494034522887,0.7907418848207568,1.646732992829934,-0.6910841770297103,-0.7511088639035116,-0.4449416063477287,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.273252223124115,2.7092494034522887,1.2800613915603265,1.8998178751477333,0.3798006562084755,-0.7511088639035116,-0.6915544446924091,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.43078262534665396,2.4995761953208144,0.30142237808118727,0.36549077609607505,1.1067043005883352,-1.125710436663025,-0.6915544446924091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.273252223124115,2.6850488946651843,-1.1665361421375215,2.437623250073057,1.0255766617066544,-0.5638080775237548,-0.9381672830370894,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.43078262534665396,2.644714713353343,0.056762624711402455,4.019403764559302,0.9671647617118444,-0.18920650476424153,-0.4449416063477287,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.7458434297917319,0.27306485221709126,0.5460821314509721,2.485076665507644,-0.006366904868324786,1.2155493930839336,-0.6915544446924091,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9033738320142709,-0.8627456935243517,-0.18789712865838235,-1.200471933245308,-1.8138906991521724,-0.0955561115743631,-0.4449416063477287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.43078262534665396,-0.8627456935243517,-0.4325568820281671,-1.240016446107464,0.8438507506116893,-0.2828568979541197,-0.6915544446924091,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.06090423423681,-0.38034888503473313,-0.4325568820281671,2.437623250073057,0.5582814617481734,3.9314107955904056,-0.6915544446924091,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
